transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone
T003575,C04305,S015,2025-01-01 17:01:00,428.12,2314481289
T003576,C00365,S011,2025-07-06 16:16:00,268.08,2037407436
T003577,C03380,S012,2023-10-07 17:15:00,450.78,9159466235
T003578,C00858,S003,2023-09-06 17:07:00,260.09,8934783139
T003579,C01690,S003,2023-08-29 15:17:00,482.84,unknown
T003580,C00314,S013,2024-08-10 08:20:00,143.64,
T003581,C01334,S012,2023-06-07 11:33:00,48.73,8761752795
T003582,C03820,S007,2025-06-30 19:25:00,478.74,
T003583,C04438,,2024-04-03 10:01:00,192.33,7758274185
T003584,C01103,S008,2024-09-14 10:14:00,380.16,2757736540
T003585,C02281,S006,2023-03-01 21:17:00,99.1,5206018933
T003586,C02323,S015,2023-06-21 14:38:00,76.5,
T003587,C04363,S001,2023-09-13 13:21:00,284.1,5626119884
T003588,C03790,S008,2025-04-22 12:51:00,133.84,5789165940
T003589,C02531,S006,2024-04-23 13:20:00,47.5,7562107057
T003590,C03340,S010,2024-09-12 13:09:00,281.3,7386436421
T003591,C04234,S001,2023-01-20 21:39:00,285.4,6761138638
T003592,,S009,2023-06-02 08:07:00,182.46,
T003593,C01983,S012,2023-03-25 20:05:00,468.25,4991380231
T003594,C04551,S006,2024-09-30 09:21:00,437.5,unknown
T003595,C03684,S010,02-06-2025 16:49,346.96,3076738358
T003596,C02698,S007,2025-08-15 18:12:00,98.74,7057325135
T003597,C02624,S002,2023-12-18 21:37:00,420.29,4692263711
T003598,C01710,S013,2025-01-11 16:23:00,217.16,9697019415
T003599,,S007,09-03-2024 11:27,318.67,
T003600,C03265,S011,2023-04-12 09:36:00,330.65,2327749707
T003601,C02071,S005,2024-09-29 14:16:00,71.19,4171556583
T003602,C03532,S007,2023-08-25 11:31:00,357.8,8859035581
T003603,C04307,S009,2025-07-21 11:51:00,126.4,
T003604,C00770,S015,2025-01-22 10:49:00,110.76,
T003605,C02219,S004,2024-07-17 08:26:00,281.97,5362461765
T003606,C02016,S001,2023-10-24 14:30:00,438.11,2061140812
T003607,C03421,S001,2024-03-09 18:25:00,421.62,2775050394
T003608,C01229,S005,2025-05-13 12:08:00,79.93,7591613218
T003609,C03170,S003,2024-08-26 09:07:00,399.0,1786012840
T003610,C04393,S002,2024-04-19 12:16:00,265.49,
T003611,C02067,S011,11-04-2023 18:58,165.33,8702036980
T003612,C04563,S013,2024-04-25 10:40:00,,2757623903
T003613,C04969,S014,2023-01-26 19:45:00,10.68,4759872384
T003614,C00519,S009,2023-05-05 20:21:00,367.13,1505639150
T003615,C01154,S005,2025-09-21 10:39:00,215.82,
T003616,C04754,S013,2024-10-02 18:27:00,274.3,1249409670
T003617,C04788,S008,2024-11-30 21:59:00,199.3,7417339805
T003618,C00486,S015,2025-04-04 15:46:00,360.46,1935525304
T003619,C00077,S014,2023-12-19 21:58:00,62.33,8389165493
T003620,C00800,S013,2023-06-22 13:26:00,460.29,8704856748
T003621,C04983,S002,2023-12-19 08:23:00,241.34,6029585596
T003622,C00907,S015,2024-01-17 13:26:00,122.21,1222113900
T003623,C02488,S013,2025-04-06 15:55:00,184.98,
T003624,C04241,S011,2023-11-10 09:33:00,422.84,unknown
T003625,C00113,S007,2025-01-30 08:07:00,486.61,4306305130
T003626,C02983,S006,2023-03-04 16:38:00,164.71,3112676111
T003627,C01365,S005,2023-07-11 15:35:00,456.64,4463513078
T003628,C04312,S015,2023-05-22 17:59:00,56.03,8342751309
T003629,C01397,S005,2024-04-08 17:14:00,16.16,9125900834
T003630,C03415,S007,2024-01-30 13:45:00,12.74,9465451238
T003631,C03361,S008,2025-03-17 15:21:00,54.51,6215488555
T003632,C01103,S008,2024-11-12 17:45:00,366.43,2757736540
T003633,C00187,S015,2024-07-16 14:36:00,426.44,3124683039
T003634,C02021,S009,2023-07-01 20:19:00,419.55,
T003635,C01426,S013,2023-04-17 12:49:00,488.35,8188941680
T003636,,S013,2023-04-13 20:44:00,41.76,
T003637,C03985,S010,2024-02-02 19:25:00,480.76,5956838394
T003638,C02248,S008,2024-03-24 09:47:00,433.15,3412173542
T003639,C02990,S005,2023-11-06 21:27:00,24.06,3778946989
T003640,C02980,S004,2024-05-24 12:21:00,361.57,2923537599
T003641,C04124,S004,2024/08/18,84.32,
T003642,C02099,S003,2025-09-17 13:35:00,313.83,7007438095
T003643,C01357,S006,2025-02-18 16:52:00,479.2,8239738020
T003644,,S003,2024-06-28 18:35:00,245.18,
T003645,C02656,S009,2023-05-09 14:18:00,365.51,
T003646,C02211,S001,2025-05-21 10:33:00,183.33,8164610796
T003647,C02167,S011,2024-10-15 11:26:00,469.11,5346663342
T003648,C00464,S006,2023-02-07 16:26:00,142.65,2152444438
T003649,C03567,S015,2023-09-07 14:40:00,111.16,1802634996
T003650,C01069,S013,2025-08-27 18:13:00,51.45,8469473491
T003651,C01003,S010,2024-07-09 15:40:00,133.79,8004901379
T003652,C02034,S010,2025-02-17 14:22:00,441.05,2063539272
T003653,C01129,S001,2024-08-20 13:07:00,,4379849783
T003654,C02887,S014,2023-11-25 14:07:00,118.13,2504219140
T003655,C01831,S009,2025-05-21 09:27:00,33.92,7899643663
T003656,C02210,S002,2024-03-08 08:08:00,104.15,8554031178
T003657,C02660,S003,17-09-2023 21:25,281.57,3673019769
T003658,,S012,2024-05-13 15:48:00,220.72,
T003659,C00775,S015,2025-02-03 12:07:00,209.44,
T003660,C04407,S013,2023-09-20 20:52:00,171.14,
T003661,C02135,S012,2024-05-11 21:11:00,131.27,
T003662,C02034,S002,2023-10-17 17:56:00,272.63,2063539272
T003663,C00192,S008,2025/05/04,195.74,4387557976
T003664,C02472,S004,2024-05-19 21:05:00,39.36,1702619386
T003665,C02752,S012,2025-06-04 19:31:00,170.53,1472335122
T003666,C02782,S007,2024-02-10 17:16:00,252.81,2499463079
T003667,C03503,S014,2023-06-18 08:12:00,198.0,unknown
T003668,C00892,S011,2023-06-21 15:02:00,418.7,6899170146
T003669,C01239,S013,2023-11-05 10:45:00,145.27,3961369971
T003670,C04038,S001,2025-01-06 08:31:00,356.66,3455229922
T003671,C04734,S003,2024-05-03 20:19:00,36.61,2498164646
T003672,C00676,S004,2024-04-06 12:17:00,66.16,3746628815
T003673,C02472,S014,2024-12-21 13:23:00,393.0,1702619386
T003674,C01075,S014,2025-03-07 17:53:00,122.83,
T003675,,S010,2023-01-06 17:58:00,60.43,
T003676,,S007,2023-10-09 18:12:00,469.96,
T003677,C00717,S008,2023-11-14 10:42:00,101.08,8877887260
T003678,C03513,S002,2025-04-10 13:50:00,463.27,5643600423
T003679,C02640,S003,2023-11-18 15:53:00,406.93,3181345534
T003680,C00717,S010,2025-09-20 14:33:00,224.6,8877887260
T003681,C00051,S007,2023-01-09 20:37:00,158.33,unknown
T003682,C04034,S007,2023-07-27 19:33:00,68.03,
T003683,C00882,S008,2024-06-10 17:06:00,311.56,9297770277
T003684,C02989,S014,2024-06-03 13:09:00,157.16,1904125616
T003685,C01663,S001,2024-04-11 09:07:00,17.84,2288530039
T003686,C02894,S011,2023-04-15 15:26:00,67.95,4815384619
T003687,C01554,S002,2023-09-15 17:03:00,57.47,3647098322
T003688,C00445,S011,2025/01/08,409.73,9374310140
T003689,C01105,S008,2024-12-01 13:55:00,251.13,6565102758
T003690,C00949,S015,2023-05-17 21:39:00,330.69,4398052782
T003691,C02110,S008,2024-12-19 12:24:00,216.71,2358403760
T003692,C03280,S009,2024-05-30 13:55:00,170.83,5786703792
T003693,C01307,S012,2025-08-31 17:42:00,291.58,6394130061
T003694,C00065,S011,2023-02-16 19:01:00,216.61,5908960796
T003695,C02562,S002,2023-12-17 20:25:00,99.96,7116554474
T003696,C02986,S012,2023-12-06 08:32:00,369.37,2891955367
T003697,C04815,S013,2023-08-12 18:24:00,47.02,1952962966
T003698,C02918,S002,2024-06-21 16:44:00,343.97,
T003699,C02326,S014,2025-09-09 11:25:00,338.07,6702492070
T003700,C02837,S005,2025/02/09,454.52,
T003701,C04641,S015,2025-09-05 20:35:00,380.51,3964363484
T003702,C04128,S005,2024-08-04 18:22:00,90.63,8591040029
T003703,C01592,S013,2024-03-30 16:29:00,428.45,7794100148
T003704,C01172,S001,2023-02-02 19:58:00,176.21,7081935938
T003705,C01302,S013,2024-11-29 21:54:00,203.34,
T003706,C02499,S004,2025-02-18 13:10:00,418.07,7575788115
T003707,C03702,S015,2025-02-16 19:58:00,256.28,9997074547
T003708,C02493,S007,2025-01-27 11:37:00,389.89,9823528267
T003709,C00352,S001,2024-04-16 18:26:00,147.4,
T003710,C03588,S004,2025-09-08 15:01:00,138.5,8346098341
T003711,C04023,S010,2025-06-15 10:34:00,303.43,9871528218
T003712,C01428,S004,2024-12-11 20:31:00,410.82,
T003713,C03303,S004,2024-03-26 13:38:00,97.92,7578511278
T003714,C02105,S007,2023-10-02 17:25:00,361.96,5988020527
T003715,C04453,S007,2025-03-21 08:31:00,185.74,5501815763
T003716,C04223,S003,2024-06-26 17:07:00,138.61,4143798440
T003717,C02596,S002,2024-01-05 15:47:00,44.17,1531309294
T003718,C03437,S003,2023-08-08 15:13:00,139.38,6966737270
T003719,C04429,S002,2023-06-19 14:53:00,137.72,5687653088
T003720,C02461,S001,2023-03-12 21:38:00,149.89,8964152619
T003721,C01545,S006,2024-11-21 15:13:00,,5359936887
T003722,C03743,S003,2024-06-23 11:26:00,330.25,
T003723,C01097,S002,2023-03-09 13:50:00,147.39,6456748022
T003724,C01912,S009,2025-05-19 18:10:00,159.5,6325201029
T003725,C04325,S005,2025-09-21 09:00:00,93.29,84664
T003726,C03591,S014,2023-09-05 17:27:00,459.2,8928929966
T003727,C01990,S002,2023-08-05 17:07:00,,3896780595
T003728,C01075,S010,2023-04-08 10:14:00,487.87,4338968236
T003729,C01755,S009,2025-07-30 16:55:00,462.83,
T003730,C01404,S009,2024/02/28,241.09,9058820227
T003731,C00880,S003,2024-01-22 21:52:00,284.11,
T003732,C03699,S012,2024-08-02 10:26:00,440.52,6983535328
T003733,C01239,S003,2024-11-10 08:01:00,224.5,3961369971
T003734,C02237,S015,2023-11-19 15:45:00,310.39,6748325380
T003735,C01896,S006,2024-09-03 19:05:00,361.52,7324648112
T003736,C04919,S004,2024-09-03 15:26:00,34.98,
T003737,C01919,S005,2024-03-04 13:49:00,386.84,7232634875
T003738,C00409,S003,2025-06-10 08:33:00,216.87,1432808544
T003739,C00454,S009,2025-01-23 11:02:00,444.9,3796369307
T003740,C02925,S001,2025/04/17,218.28,9168972616
T003741,C02960,S003,2023-12-05 21:49:00,389.47,1536227695
T003742,C02073,S001,2025-01-28 17:37:00,77.27,9464833000
T003743,C02125,S012,2023-01-01 13:04:00,290.07,
T003744,C00272,S005,2024-01-07 12:31:00,40.06,unknown
T003745,C02551,S012,2024-05-05 15:09:00,416.73,4799238355
T003746,C02499,S014,,413.6,7575788115
T003747,C00746,S003,2023-07-15 15:58:00,455.31,5199758834
T003748,C00509,S005,2023-02-27 08:45:00,26.39,
T003749,C00592,S005,2025-04-18 17:57:00,435.94,
T003750,C00500,S014,2023-09-01 12:56:00,440.07,7989724962
T003751,C03006,,2024-11-07 18:12:00,428.14,9969474404
T003752,C01000,S007,2023-11-14 21:06:00,227.27,
T003753,C01237,S012,2023-11-22 21:44:00,107.05,
T003754,C00863,S001,2024-03-09 21:05:00,,6719102857
T003755,C04787,S001,2023-03-15 10:08:00,375.54,4262219632
T003756,C04270,S003,2024-12-17 18:01:00,475.38,5119305270
T003757,C01146,S012,2024/10/30,236.31,3429731339
T003758,,S015,2025-04-05 17:05:00,453.65,
T003759,C01055,S006,2024-11-23 19:41:00,86.58,1959568572
T003760,C02441,S007,2024-12-17 10:56:00,178.08,6324208838
T003761,C00108,S015,2024-12-12 21:12:00,450.5,38442
T003762,C03342,S010,2024-08-17 20:14:00,372.59,70791
T003763,C02583,S009,2023-01-12 12:35:00,478.81,1127264587
T003764,C04496,S005,2023-07-03 14:05:00,392.58,9111346237
T003765,C00812,S005,2025-08-24 13:17:00,351.41,3303908376
T003766,C04013,S002,2025-03-21 15:24:00,203.42,6314171021
T003767,C03936,S010,2023-02-16 18:01:00,464.73,
T003768,C00619,S015,2024-03-16 17:08:00,305.2,1995554990
T003769,C01958,S006,2023-02-12 08:14:00,282.01,2113268396
T003770,C00844,S013,2025-05-04 08:34:00,105.83,7147457188
T003771,C01249,S001,2024-03-04 19:06:00,141.2,2903384724
T003772,C01306,S013,2023-11-13 16:27:00,350.27,9916818799
T003773,C02764,S011,2025-05-26 17:19:00,-134.97,
T003774,C02028,S001,2024-09-02 16:58:00,226.56,
T003775,C04738,,2024-10-14 15:38:00,41.33,6381349388
T003776,C00615,S007,2025-06-02 18:20:00,407.77,4953388063
T003777,C04866,S004,2023-04-01 11:14:00,24.99,4292113070
T003778,C01146,S010,2024-06-30 09:15:00,453.23,
T003779,C03846,S004,2024-11-01 10:14:00,378.03,1515286090
T003780,C01668,S010,2025-04-17 18:36:00,,5203929121
T003781,C00715,S013,2024-02-11 09:33:00,242.47,9807277883
T003782,C04288,S010,2023-09-19 21:06:00,54.01,
T003783,C01518,S015,2024-04-01 19:29:00,110.14,
T003784,C03283,S013,2025-08-07 11:29:00,149.22,1643224396
T003785,C02803,S013,2023-09-30 17:44:00,463.06,7304485247
T003786,C02327,S005,2023-04-20 16:51:00,389.65,
T003787,C02461,S014,2024-10-01 21:12:00,181.87,8964152619
T003788,C03637,S014,2023-06-03 08:19:00,242.2,4723226837
T003789,C00446,S012,2025-06-15 08:27:00,104.05,
T003790,C03329,S015,2024-11-13 12:08:00,113.17,8636505299
T003791,C04479,S009,2024-01-06 11:11:00,466.99,7551054457
T003792,C00292,S003,15-06-2025 15:41,182.67,
T003793,C00704,S011,2024-09-12 14:22:00,142.99,unknown
T003794,C03553,S011,2023-02-26 20:18:00,,4829540488
T003795,C02153,S015,2025-09-18 17:51:00,425.18,2877194693
T003796,C01989,S012,2024-11-03 21:43:00,268.72,5229569018
T003797,C00679,S014,2024-10-22 14:38:00,232.68,9291936781
T003798,C02507,S001,2024-12-20 21:45:00,394.13,9201580789
T003799,C00616,S015,2024-05-01 14:47:00,19.72,3647630163
T003800,C02357,S006,2024-02-03 09:49:00,22.62,4662413704
T003801,C03797,S001,2023-10-10 15:07:00,428.26,8691130062
T003802,C01273,S014,2023-09-02 10:17:00,253.83,unknown
T003803,C02382,S015,2024-01-29 08:57:00,409.22,7283712737
T003804,C04965,S011,2024-11-05 20:48:00,474.53,3531378700
T003805,C03415,S007,2023-09-16 14:52:00,112.65,9465451238
T003806,C04199,S003,,82.28,2419017584
T003807,C02048,S012,2023-06-23 11:07:00,82.38,3891799452
T003808,,S007,2024-10-10 19:24:00,160.93,
T003809,C00218,S015,2023-03-15 11:30:00,461.25,4733119085
T003810,C00583,S009,2023-05-25 11:33:00,450.75,1056435425
T003811,C01024,S005,2023-11-16 10:07:00,238.64,1202468092
T003812,C01979,S006,2023-11-24 12:20:00,117.05,6698396985
T003813,C04225,S005,2025-05-05 11:14:00,67.35,3249919485
T003814,C01701,S012,2024-07-07 11:58:00,13.65,4299517884
T003815,C03259,S010,2023-12-27 11:55:00,144.06,2913813307
T003816,C03509,S003,2024-10-28 15:41:00,265.96,4241393957
T003817,C02898,S002,2023-08-10 12:43:00,310.46,8308164308
T003818,C01757,S012,2024-09-26 10:10:00,273.14,6566362242
T003819,C02851,S007,2023-12-18 15:11:00,384.8,1914191237
T003820,C01682,S009,2025-09-23 18:39:00,230.2,
T003821,C00428,S003,2023-12-20 10:53:00,428.53,7417634860
T003822,C04967,S013,2024-04-14 08:02:00,153.9,
T003823,C00619,S002,2023-06-17 14:50:00,146.44,1995554990
T003824,C00377,S002,2023-02-16 08:13:00,110.52,75248
T003825,C04397,S003,2025-05-30 17:04:00,434.92,6753749751
T003826,C01476,S011,2025-01-27 20:39:00,136.53,3175933474
T003827,C03229,S014,2023-12-06 09:46:00,247.12,5988602378
T003828,C01624,S014,2025-08-04 09:43:00,482.34,3097792821
T003829,C01921,S011,2024-10-17 14:21:00,267.88,
T003830,C01300,S005,2024-04-08 12:24:00,289.7,1863029366
T003831,C01684,S009,2025-02-23 14:23:00,428.77,1588343174
T003832,C02028,S003,2024-05-29 11:47:00,51.6,5158913298
T003833,C03574,S015,2025-07-01 21:17:00,210.94,80081
T003834,,S005,2024-07-24 13:02:00,198.93,
T003835,C04718,S011,2024-06-14 20:22:00,169.42,2918438120
T003836,C00225,S003,,397.99,5576273013
T003837,C02493,S008,17-01-2025 17:59,360.15,9823528267
T003838,,S004,2024-12-20 13:36:00,260.83,
T003839,C04606,S007,2025-02-06 14:06:00,232.72,8951951769
T003840,C00252,S002,2024-08-26 21:16:00,369.77,3936844941
T003841,C02837,S001,2023-07-25 17:08:00,237.62,
T003842,C04265,S010,2025-03-10 11:11:00,231.82,3305733571
T003843,C01196,S015,2024-08-25 12:48:00,194.84,1345077293
T003844,C04386,S015,2023-01-28 18:00:00,119.45,
T003845,,S013,2023-02-08 19:49:00,101.96,
T003846,C03639,S011,2023-08-16 18:21:00,33.75,2943385846
T003847,C04666,S003,2025-05-29 18:51:00,464.18,2634457388
T003848,C03275,S006,2023-10-27 11:05:00,406.52,
T003849,C02164,S002,2025-08-10 20:16:00,106.22,9612774773
T003850,C00241,S009,2023-07-20 16:33:00,138.22,6037099881
T003851,C04606,S013,2024-06-29 16:58:00,430.72,8951951769
T003852,C02323,S004,2025-05-26 11:56:00,153.6,3683258833
T003853,,S015,2023-06-20 12:31:00,91.64,
T003854,C03432,S012,2023-07-09 15:21:00,235.31,
T003855,C02387,S012,2025-08-12 17:31:00,254.24,6486096354
T003856,C00596,S013,2023-11-23 13:35:00,33.15,4454496403
T003857,C01075,S008,2024-07-24 17:39:00,328.6,
T003858,C00327,S013,2025-08-31 15:36:00,467.27,4788608923
T003859,C02839,S013,2025-09-06 12:10:00,10.49,4122382057
T003860,C03077,S015,2023-05-09 13:41:00,139.62,5554492184
T003861,C02502,S001,2025-06-27 17:04:00,448.83,6824652860
T003862,C04065,S005,2024-12-14 16:46:00,-147.65,5947988055
T003863,C04305,S012,2023-05-30 19:38:00,96.08,2314481289
T003864,C03042,S007,2024-08-04 18:04:00,238.54,4959316051
T003865,C00070,S011,2023-07-11 13:45:00,312.95,5541851044
T003866,C03447,S006,2024-01-19 10:22:00,423.4,3208448689
T003867,C02066,S015,2024-03-28 16:20:00,456.73,5442882311
T003868,C02801,S009,2025-07-10 13:36:00,407.82,6552448773
T003869,C03219,S014,2023-08-20 17:43:00,215.14,6376655423
T003870,C01719,S010,2024-08-11 15:54:00,209.97,4638554468
T003871,C04590,S004,2025-06-20 11:07:00,31.9,1434202684
T003872,C00662,S004,2023-08-02 09:27:00,312.33,
T003873,C03343,S003,2024-12-31 09:21:00,432.03,6383419404
T003874,C00026,S004,2023-11-19 10:27:00,223.19,4425358202
T003875,C04626,S009,2024-12-03 16:26:00,68.1,7931185619
T003876,C00534,S012,2025-02-13 12:14:00,454.28,6996537308
T003877,C00476,S015,2023-09-09 18:41:00,264.81,9963307324
T003878,C01640,S003,2025-03-28 09:00:00,29.58,8817818594
T003879,C01841,,23-05-2023 12:46,169.68,82356
T003880,C01075,S015,2023-02-06 16:55:00,295.76,4338968236
T003881,C02893,S003,2023-09-29 17:12:00,293.62,7815806394
T003882,C02186,S009,2025-06-30 21:43:00,301.85,8559239610
T003883,C00184,S008,2023-05-23 20:51:00,300.74,9675126595
T003884,C01578,S014,2023-03-17 20:22:00,290.08,9542125011
T003885,C04037,S001,2023-04-02 17:10:00,193.54,3382137463
T003886,C03431,S013,2023-06-03 09:23:00,175.16,4987314960
T003887,C03595,S004,2023-04-09 17:56:00,200.93,9836173735
T003888,C03461,S004,2025-06-08 19:22:00,20.52,
T003889,C01530,S001,2023-09-07 20:30:00,13.96,6939155137
T003890,,S012,2025-05-20 09:49:00,132.63,
T003891,C01346,S004,2024-05-17 14:39:00,238.91,3712770378
T003892,C04149,S008,2024-10-25 18:06:00,432.65,2361604824
T003893,C04911,S013,2024-04-27 08:18:00,171.94,1643848972
T003894,,S001,2024-03-31 11:49:00,250.89,
T003895,C00053,S011,27-04-2025 19:33,446.98,6783651604
T003896,C00697,S007,2024-03-19 17:22:00,301.55,7507007810
T003897,C01590,S011,2023-09-03 11:01:00,203.73,8371394507
T003898,C02863,S005,2024-03-11 10:58:00,450.9,3246205863
T003899,C00391,S013,2024-08-07 09:05:00,427.04,5421360433
T003900,C04718,S001,2025-01-17 15:58:00,439.79,2918438120
T003901,C01801,S009,2023-03-23 12:29:00,80.87,7232996833
T003902,C04572,S007,2023-07-12 14:32:00,127.26,2109955349
T003903,C03886,S014,2025-07-27 18:48:00,200.21,7042604054
T003904,C03752,S007,10-06-2023 10:23,42.98,8075852944
T003905,C02990,S002,2023-07-01 19:52:00,-123.78,3778946989
T003906,C03097,S005,2024-12-09 13:47:00,,8739878544
T003907,C03157,S003,2024-08-15 15:54:00,103.09,6765838485
T003908,C03109,S010,2024-03-17 19:18:00,422.47,4708020985
T003909,C02749,,2024-02-05 12:19:00,23.34,2995990276
T003910,C04938,S015,2024-05-13 17:21:00,487.37,
T003911,C03637,S007,2023-09-15 11:08:00,99.45,4723226837
T003912,C03868,S011,2025-02-26 16:31:00,90.49,9564106831
T003913,C04355,S003,2024-02-06 19:31:00,158.66,7407125602
T003914,,S009,,359.99,
T003915,C00427,S009,2023-10-16 14:13:00,197.97,7845331630
T003916,C02395,S009,2025-08-14 20:55:00,,8001308533
T003917,C02536,S013,2024-01-25 12:55:00,380.55,9539515614
T003918,C04133,S009,2025-01-26 21:40:00,177.89,5073202198
T003919,,S010,2023-03-17 19:26:00,196.57,
T003920,C02821,S010,2023-02-23 13:30:00,98.34,4837124818
T003921,,S012,2025-06-04 11:18:00,277.62,
T003922,C00200,S010,2024-02-17 10:56:00,341.46,6754180079
T003923,C03040,S009,2023-03-29 15:03:00,281.39,2931506662
T003924,C04127,S007,07-06-2025 11:20,200.07,1686207034
T003925,C00786,S011,2023-02-22 11:33:00,219.23,3892475412
T003926,,S013,2023-12-03 18:40:00,43.19,
T003927,C02935,S001,2025-01-22 09:34:00,158.65,19928
T003928,C00811,S011,2023-08-27 18:58:00,376.77,
T003929,C00591,S005,2025-07-05 16:21:00,36.83,2377112061
T003930,C04909,S007,2023-01-11 16:15:00,496.51,3495614877
T003931,C01936,S014,2024-12-25 18:00:00,108.19,
T003932,C01125,S004,2023-07-19 17:30:00,95.65,8695326558
T003933,C00848,S004,2023-03-22 14:47:00,329.94,6838579433
T003934,C03326,S004,2025-08-10 10:42:00,484.39,7103714624
T003935,C03006,S007,2023-06-25 15:19:00,416.71,9969474404
T003936,C03192,S011,2024-05-22 13:20:00,201.71,1581223969
T003937,C00447,S005,2023-01-12 12:47:00,230.14,
T003938,C04470,S014,2025-03-23 14:37:00,338.2,
T003939,C01913,S015,2023-02-10 18:31:00,467.99,
T003940,C01545,S002,2025-09-13 16:09:00,402.44,5359936887
T003941,C02275,S013,2023-09-07 19:01:00,,4935668463
T003942,C01915,S008,2023-06-02 18:30:00,346.3,7853015351
T003943,C04315,S004,2025-03-01 21:32:00,386.55,8391460110
T003944,C04646,S001,2024-08-24 09:22:00,285.83,
T003945,C01483,S006,,397.86,6628154596
T003946,C04316,S007,2023-09-14 17:14:00,352.15,
T003947,,S015,2023-11-20 10:25:00,204.29,
T003948,C04654,S010,2023-04-25 09:13:00,209.86,71292
T003949,C01210,S009,2025-06-11 20:21:00,216.04,
T003950,C02850,S001,2024-06-27 21:15:00,22.24,
T003951,C01354,S004,2024-09-25 18:34:00,411.94,5546072636
T003952,C04107,S014,2023-04-18 08:00:00,300.29,7169406869
T003953,C00034,S011,2025-04-03 11:07:00,157.57,9615195637
T003954,C02799,S014,2024-01-25 15:34:00,200.36,58914
T003955,C01668,S005,2025-04-25 15:22:00,145.82,5203929121
T003956,C01592,S009,2025-05-13 12:18:00,76.48,
T003957,C03197,S006,2025-02-12 10:29:00,320.25,5229214509
T003958,C04257,S002,2024-06-16 16:19:00,349.28,3399620050
T003959,C03005,S012,2023-01-03 16:15:00,156.91,1257217994
T003960,C04262,S014,2024-03-09 14:48:00,272.6,2939692345
T003961,C01311,S011,2025-05-02 21:52:00,293.85,4094796459
T003962,C02569,S011,2023-11-10 20:45:00,13.27,
T003963,C02215,S008,27-09-2023 18:00,366.3,4432003356
T003964,C00063,S003,2024-06-21 12:51:00,78.44,6886936673
T003965,C02766,S013,2023-02-03 18:07:00,271.19,2993652054
T003966,C03295,S010,2024-11-21 17:20:00,372.87,8788904283
T003967,C02928,S003,2025-07-15 11:36:00,32.27,8042434696
T003968,C03653,S002,2023-10-25 13:05:00,353.75,3301240213
T003969,C02826,S003,2023-07-08 20:45:00,375.18,1964894068
T003970,C00346,S006,2024-01-23 14:09:00,-428.31,1533298057
T003971,C00552,S007,2023-08-20 13:41:00,337.9,7222482766
T003972,C02950,S002,18-09-2024 20:21,413.51,5112203404
T003973,,S002,2025-06-11 08:54:00,389.54,
T003974,,S001,2024-04-04 13:50:00,232.88,
T003975,C02120,S006,2025-07-16 17:29:00,151.78,2782305064
T003976,C02752,S011,2024-06-06 09:32:00,152.32,1472335122
T003977,C01624,S013,2023-09-22 10:18:00,120.33,3097792821
T003978,C03574,S003,2024-08-04 16:01:00,195.76,80081
T003979,C03192,S013,2024-04-29 13:36:00,157.05,
T003980,C01640,S013,2024-06-04 21:22:00,151.85,8817818594
T003981,C03750,,2023-08-20 16:22:00,113.65,4562428001
T003982,C03214,S001,2024-08-05 09:31:00,416.48,8467299691
T003983,,S012,2023-03-26 19:19:00,356.85,
T003984,C02747,S014,2024-01-13 16:13:00,126.89,92170
T003985,C00060,S002,2023-12-03 12:51:00,201.74,3434638539
T003986,C03453,S013,2023-04-15 18:03:00,367.67,5492402098
T003987,C01853,S012,2024-11-24 13:00:00,334.73,3808142039
T003988,C04713,S010,2023-01-30 08:30:00,22.14,8869948674
T003989,C04069,S002,2025-01-06 13:19:00,338.36,5082972807
T003990,C02908,S003,2024-11-15 08:44:00,-385.42,4418473590
T003991,C01239,S011,2025-04-26 21:28:00,20.98,3961369971
T003992,C01025,S007,2025-08-16 08:11:00,297.81,9893261935
T003993,C01673,S007,2023-09-30 11:35:00,88.33,8005961687
T003994,C02357,S008,2023-09-11 08:28:00,456.11,4662413704
T003995,C01456,S006,2023-11-16 10:51:00,-336.85,5106933123
T003996,C02540,S013,2024-07-31 09:33:00,42.64,
T003997,C00815,S012,2023-10-01 08:07:00,148.02,
T003998,C04896,S003,2024-08-21 10:47:00,471.32,1337299864
T003999,C00524,S012,2023-10-12 08:01:00,364.12,7759705125
T004000,C04662,S008,2023-02-16 20:09:00,51.17,
T004001,C04579,S009,2024-03-15 16:42:00,112.55,7356639439
T004002,C02595,S003,2023-11-02 10:30:00,401.51,unknown
T004003,,S009,2024-08-10 09:54:00,264.92,
T004004,C02146,S008,2023-01-29 14:15:00,326.51,7245585659
T004005,C03116,S010,2025/07/10,325.31,4118784027
T004006,C01673,S014,2025-05-04 09:01:00,66.4,
T004007,C01473,S003,2024-01-03 09:39:00,37.52,5045564197
T004008,C02861,S007,2023-04-10 15:09:00,230.55,
T004009,C02473,S003,2025-09-11 14:46:00,313.51,8232767764
T004010,C02866,S009,2023-01-21 08:32:00,375.1,4879815947
T004011,C01416,S015,25-01-2025 19:47,181.91,8876206904
T004012,C01811,S013,2024-11-14 11:18:00,192.32,6317359278
T004013,C00428,S015,2023-11-21 17:16:00,129.88,7417634860
T004014,C00265,S008,2024-10-14 18:00:00,282.89,8598989636
T004015,,S003,2024-02-22 13:57:00,418.4,
T004016,C00386,S001,2023-08-29 09:15:00,314.27,
