customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
C00636,Joseph,,Bronze,346.0,2022-04-29,HS,,2021-09-02
C00637,Jennifer,jennifer637@email.com,Bronze,384.0,2022-05-21,AR,6665854705,2020-04-06
C00638,Emma,,Gold,3553.0,2024-10-07,HS,3031283563,2020-03-09
C00639,Sophia,,Bronze,413.0,2024-02-08,LP,7627593234,2021-08-30
C00640,Liam,liam640@email.com,Silver,1742.0,2021-08-14,NR,6754265640,2018-08-09
C00641,Linda,linda641@email.com,Silver,1919.0,2025-09-30,HS,5962218828,2019-06-29
C00642,Elijah,elijah642@email.com,Bronze,236.0,2022-01-03,HS,,2017-12-27
C00643,William,william643@email.com,Silver,1045.0,2022-08-15,LP,1762620209,2019-05-12
C00644,Thomas,thomas644@email.com,Bronze,64.0,2019-06-17,HS,2076815175,2018-08-17
C00645,Mia,mia645@email.com,Bronze,167.0,2022-02-05,NR,3811886527,
C00646,Elijah,elijah646@email.com,Silver,620.0,2024-02-22,HS,3462511450,2021-06-03
C00647,Barbara,barbara647@email.com,Platinum,18448.0,2022-11-13,HS,9352445753,2018-09-13
C00648,James,james648@email.com,Silver,1568.0,2023-01-10,HC,7692453304,2019-07-05
C00649,Thomas,thomas649@email.com,Bronze,461.0,2023-06-22,HS,9562477917,2019-08-11
C00650,Mia,mia650@email.com,Bronze,77.0,2022-07-12,NR,4034579179,2021-09-01
C00651,Harper,harper651@email.com,Silver,1791.0,2019-12-01,AR,3576026046,2019-06-25
C00652,Harper,harper652@email.com,Bronze,170.0,2023-10-24,HS,5596629822,2020-01-25
C00653,Michael,michael653@email.com,Silver,1896.0,2021-06-19,AR,2028762813,2017-12-30
C00654,Isabella,isabella654@email.com,Silver,1231.0,2024-01-24,AR,3742395156,2021-10-15
C00655,Linda,linda655@email.com,Bronze,489.0,2018-07-26,LP,9996822105,2017-12-31
C00656,Patricia,patricia656@email.com,Silver,1122.0,2023-10-18,NR,4741470606,2021-03-13
C00657,Ava,ava657@email.com,Bronze,334.0,2020-01-02,AR,1469497362,2018-09-04
C00658,Unknown,jessica658@email.com,Bronze,1621.0,2023-10-15,LP,1467062379,2019-11-28
C00659,Liam,liam659@email.com,Bronze,3544.0,2025-07-28,NR,3234252186,2021-09-03
C00660,James,james660@email.com,Silver,1938.0,2021-08-07,AR,3613181170,2020-09-12
C00661,John,john661@email.com,Bronze,462.0,2021-10-10,LP,,2021-05-21
C00662,Charles,charles662@email.com,Gold,4430.0,2024-08-12,NR,5676604982,2021-02-27
C00663,Jessica,jessica663@email.com,Platinum,19865.0,2022-12-14,NR,1083373393,2021-08-29
C00664,James,james664@email.com,Bronze,693.0,2024-08-27,HC,2013867507,2020-08-27
C00665,Jennifer,jennifer665@email.com,Bronze,245.0,2023-01-31,HC,5748892760,2018-12-02
C00666,Elizabeth,elizabeth666@email.com,Platinum,7662.0,,AR,9229540685,2021-07-18
C00667,Joseph,joseph667@email.com,Silver,1237.0,2020-05-04,HS,1905654407,2018-11-29
C00668,Susan,susan668@email.com,Bronze,99.0,2018-07-20,AR,2524674504,2018-05-28
C00669,Charlotte,charlotte669@email.com,Gold,4200.0,2023-05-05,HS,9441963702,2019-07-31
C00670,Robert,robert670@email.com,Bronze,141.0,2019-07-28,AR,9813669613,2018-07-26
C00671,Charlotte,charlotte671@email.com,Gold,3613.0,2022-08-08,HC,6707183652,2021-06-19
C00672,Charles,charles672@email.com,Bronze,154.0,2023-12-12,LP,1378398337,2019-11-22
C00673,Linda,linda673@email.com,Bronze,263.0,2023-02-19,HS,9047894356,2020-12-22
C00674,Michael,michael674@email.com,Platinum,19538.0,2025-10-26,NR,3456219977,2019-02-27
C00675,Patricia,patricia675@email.com,Bronze,368.0,2025-11-09,LP,,2020-11-15
C00676,Evelyn,evelyn676@email.com,Bronze,304.0,2021-10-09,HS,3746628815,2018-10-05
C00677,Olivia,olivia677@email.com,Bronze,165.0,2021-01-21,LP,1086570713,2020-05-07
C00678,Jessica,,Bronze,135.0,2021-06-15,AR,3457173054,2019-06-02
C00679,Karen,karen679@email.com,Gold,0.0,2023-05-14,LP,9291936781,2021-01-14
C00680,Linda,linda680@email.com,Bronze,235.0,2021-10-18,LP,6705711903,2019-12-04
C00681,David,david681@email.com,Silver,1896.0,2021-04-22,LP,8089875764,
C00682,John,john682@email.com,Bronze,0.0,2025-06-19,AR,2568370707,2020-05-11
C00683,Evelyn,evelyn683@email.com,Bronze,253.0,2023-04-15,AR,1276052021,2021-07-21
C00684,Elizabeth,elizabeth684@email.com,Bronze,440.0,2023-09-05,AR,1274128733,2019-10-20
C00685,Harper,harper685@email.com,Silver,964.0,2024-08-30,NR,,2021-01-28
C00686,Patricia,patricia686@email.com,Bronze,79.0,2023-09-28,HC,4989352271,2019-04-16
C00687,Barbara,barbara687@email.com,Silver,797.0,2025-01-26,AR,9128293757,2018-10-16
C00688,Oliver,,Platinum,7926.0,2021-11-10,HS,3593583165,2021-01-24
C00689,Patricia,patricia689@email.com,Bronze,423.0,2022-03-29,NR,9099032737,2018-06-16
C00690,Emma,emma690@email.com,Silver,1290.0,2022-03-16,LP,8937465381,2018-10-15
C00691,Unknown,barbara691@email.com,Silver,1976.0,2022-12-14,HC,5385490726,2020-02-19
C00692,Barbara,barbara692@email.com,Bronze,76.0,2024-06-03,HC,1185255053,2018-11-08
C00693,Mia,mia693@email.com,Gold,3793.0,2022-09-22,HS,1379778172,2017-11-26
C00694,Charlotte,charlotte694@email.com,Silver,1684.0,2025-05-07,HS,7466180257,2020-01-08
C00695,Ava,ava695@email.com,Bronze,1649.0,2021-09-16,HC,4875568225,2021-01-12
C00696,Harper,harper696@email.com,Bronze,180.0,2025-01-17,AR,1918042900,2019-06-25
C00697,Barbara,barbara697@email.com,Silver,1216.0,2022-10-23,LP,7507007810,2019-10-04
C00698,Jennifer,jennifer698@email.com,Bronze,482.0,2023-02-26,NR,7356627064,2020-10-06
C00699,Mia,mia699@email.com,Silver,535.0,2023-03-23,HC,7225067771,2021-07-06
C00700,Oliver,oliver700@email.com,Silver,1669.0,2020-12-05,AR,3239945252,2020-08-30
C00701,Karen,karen701@email.com,Bronze,221.0,2019-09-21,HS,7457925610,2019-03-28
C00702,Mary,mary702@email.com,Silver,1190.0,2020-12-31,HS,2392926003,2018-06-30
C00703,Susan,susan703@email.com,Gold,3214.0,2020-05-23,LP,4054173453,2019-07-05
C00704,Jessica,jessica704@email.com,Bronze,202.0,2019-09-06,HS,,2018-02-28
C00705,Elizabeth,elizabeth705@email.com,Silver,576.0,2021-10-15,HS,1513566756,2018-04-09
C00706,David,david706@email.com,Gold,2627.0,2023-01-09,AR,5327557264,
C00707,Michael,michael707@email.com,Silver,521.0,2024-07-26,LP,,2020-01-26
C00708,Patricia,patricia708@email.com,Bronze,486.0,2023-07-05,NR,1803903155,2019-12-22
C00709,Mary,mary709@email.com,Gold,3894.0,2020-02-11,LP,,2019-05-09
C00710,Thomas,thomas710@email.com,Bronze,322.0,2023-08-07,HS,9824068162,2018-01-17
C00711,Olivia,olivia711@email.com,Gold,2408.0,2020-08-05,HS,3609508283,2020-02-23
C00712,Ava,ava712@email.com,Bronze,0.0,2025-02-10,AR,8601838804,2019-05-10
C00713,Ava,ava713@email.com,Silver,834.0,,AR,8822835292,2018-08-17
C00714,Emma,emma714@email.com,Bronze,463.0,2021-10-15,HC,,2019-10-25
C00715,James,james715@email.com,Gold,4035.0,2025-01-24,AR,9807277883,2018-07-24
C00716,Emma,emma716@email.com,Bronze,72.0,2025-09-27,NR,6098955173,2018-05-13
C00717,Linda,linda717@email.com,Silver,1974.0,2021-11-19,AR,8877887260,2021-01-14
C00718,Sophia,sophia718@email.com,Bronze,435.0,2022-04-10,HS,1276698254,2020-04-04
C00719,Michael,michael719@email.com,Gold,3644.0,2022-06-11,NR,8675967272,2021-06-14
C00720,Patricia,patricia720@email.com,Bronze,160.0,2024-04-13,LP,9571016106,2021-04-22
C00721,Karen,karen721@email.com,Gold,3251.0,2025-08-22,NR,2324652593,2020-05-04
C00722,Linda,linda722@email.com,Bronze,353.0,2023-06-26,HC,6812877649,2020-07-02
C00723,Patricia,patricia723@email.com,Silver,697.0,,NR,8553820107,2021-04-19
C00724,Jessica,,Gold,4856.0,2021-10-10,LP,8053715204,2020-05-28
C00725,Susan,susan725@email.com,Gold,3648.0,2021-08-22,AR,7894419979,2020-08-24
C00726,Robert,robert726@email.com,Bronze,307.0,2021-06-06,LP,3054785088,2020-03-18
C00727,Liam,,Bronze,38.0,2018-03-20,LP,8737211496,2017-12-29
C00728,Linda,linda728@email.com,Gold,3600.0,2023-11-06,LP,6465143130,2021-04-07
C00729,Michael,michael729@email.com,Gold,4372.0,2024-05-23,NR,6193726425,2020-12-18
C00730,Charlotte,charlotte730@email.com,Silver,1645.0,2020-11-08,HC,,2019-04-04
C00731,Richard,richard731@email.com,Platinum,6750.0,2020-10-18,HC,2157894655,2020-05-17
C00732,David,david732@email.com,Bronze,283.0,2022-01-21,HC,1106480563,2020-06-07
C00733,Michael,,Bronze,134.0,2021-10-03,HS,6864186897,2018-12-04
C00734,Harper,,Bronze,8.0,2022-03-29,LP,3171770481,2019-08-04
C00735,Richard,richard735@email.com,Silver,1816.0,2021-09-20,NR,4018247643,2018-10-17
C00736,Linda,linda736@email.com,Bronze,469.0,2023-03-05,HS,3583206651,2020-10-11
C00737,Ava,ava737@email.com,Bronze,150.0,2021-11-13,NR,4228138205,2021-03-19
C00738,Unknown,charles738@email.com,Bronze,147.0,2023-08-03,HS,7158332874,2019-03-25
C00739,Jessica,jessica739@email.com,Bronze,138.0,2019-03-18,AR,9892140673,2018-07-31
C00740,Emma,emma740@email.com,Silver,672.0,2022-05-27,HS,4123857347,2018-10-21
C00741,Jennifer,jennifer741@email.com,Bronze,404.0,2018-11-17,HC,3357142499,2018-05-08
C00742,Charles,,Bronze,422.0,2023-11-14,AR,3369192824,2018-09-20
C00743,Barbara,barbara743@email.com,Bronze,354.0,2024-08-02,AR,2789051705,2021-09-17
C00744,Oliver,oliver744@email.com,Gold,4426.0,2023-05-11,HS,4648127897,2020-08-26
C00745,Unknown,william745@email.com,Gold,4439.0,2021-11-02,HC,,
C00746,Olivia,olivia746@email.com,Gold,4744.0,2025-04-11,NR,5199758834,2020-08-10
C00747,Noah,noah747@email.com,Gold,4495.0,2022-12-07,HS,6323120948,2018-10-10
C00748,Harper,harper748@email.com,Silver,827.0,2022-05-07,HC,8689877175,2020-03-30
C00749,Mary,mary749@email.com,Bronze,295.0,,HC,9699998897,2020-11-24
C00750,Michael,michael750@email.com,Gold,2084.0,2025-10-10,HS,2518134099,2018-09-16
C00751,Mia,,Bronze,62.0,2021-09-28,HC,,2018-03-04
C00752,Michael,,Gold,4032.0,2022-08-15,AR,4352023352,2018-12-11
C00753,Oliver,oliver753@email.com,Silver,685.0,2022-09-11,LP,,2021-06-24
C00754,Sophia,sophia754@email.com,Bronze,260.0,2025-01-31,AR,2906990612,2021-06-09
C00755,Sophia,sophia755@email.com,Silver,1926.0,2024-02-01,AR,2819744956,2021-01-12
C00756,Thomas,thomas756@email.com,Bronze,52.0,2021-09-20,NR,,2018-05-12
C00757,Emma,emma757@email.com,Bronze,291.0,2025-06-12,NR,6881753357,2018-12-15
C00758,Emma,emma758@email.com,Silver,1632.0,2024-02-28,HS,3426513853,2019-01-25
C00759,John,john759@email.com,Silver,939.0,2024-10-01,LP,8789769743,
C00760,James,james760@email.com,Bronze,496.0,2021-01-15,AR,4574238025,2020-07-06
C00761,John,john761@email.com,Bronze,81.0,2025-08-18,AR,,2020-08-13
C00762,Liam,liam762@email.com,Bronze,443.0,2019-02-27,AR,2473419247,2018-04-25
C00763,Elizabeth,,Gold,3562.0,2024-04-05,AR,8104590071,2021-06-25
C00764,Elizabeth,elizabeth764@email.com,Bronze,0.0,2021-04-23,NR,9114966900,2019-05-29
C00765,Olivia,,Bronze,416.0,2024-02-27,NR,9178740921,2021-05-20
C00766,Elizabeth,elizabeth766@email.com,Bronze,3.0,2025-03-03,LP,4235686341,2021-07-01
C00767,Karen,karen767@email.com,Bronze,375.0,2025-09-25,HS,,2021-02-09
C00768,Liam,,Silver,1114.0,2025-03-19,NR,7904064049,2020-03-18
C00769,Ava,ava769@email.com,Gold,3657.0,2022-09-07,HC,2342774504,2021-03-03
C00770,Amelia,amelia770@email.com,Bronze,118.0,2022-06-18,HS,,2019-08-08
C00771,Charles,charles771@email.com,Bronze,492.0,2024-07-06,AR,4071731689,2021-04-22
C00772,Oliver,oliver772@email.com,Silver,840.0,2022-03-11,AR,6163646108,2020-08-18
C00773,Susan,,Bronze,0.0,2023-08-05,HC,6619707327,2019-11-28
C00774,James,,Bronze,372.0,2022-08-27,HS,4933554635,2021-03-29
C00775,Jennifer,jennifer775@email.com,Bronze,222.0,2022-08-29,AR,,2018-11-19
C00776,Unknown,jennifer776@email.com,Silver,1861.0,,NR,4785347612,2021-06-17
C00777,Harper,harper777@email.com,Bronze,451.0,2022-09-05,NR,3565754387,2020-05-13
C00778,Elizabeth,elizabeth778@email.com,Silver,1165.0,2019-12-04,NR,7105848379,2018-11-24
C00779,Joseph,,Bronze,35.0,2023-02-23,NR,1893675468,2020-11-03
C00780,Mia,mia780@email.com,Silver,0.0,2023-06-06,AR,,2021-10-27
C00781,Amelia,,Silver,1029.0,2024-05-22,NR,,2021-03-17
C00782,Joseph,joseph782@email.com,Bronze,251.0,2023-07-30,NR,,2021-02-10
C00783,Charlotte,charlotte783@email.com,Bronze,478.0,2020-06-27,LP,2033117579,2019-07-23
C00784,Harper,harper784@email.com,Platinum,0.0,2022-09-27,HC,6225522508,2021-03-11
C00785,Elizabeth,elizabeth785@email.com,Platinum,15439.0,2024-03-02,NR,3146160663,2018-10-01
C00786,Mary,mary786@email.com,Silver,505.0,2023-09-15,NR,3892475412,2020-06-25
C00787,Oliver,oliver787@email.com,Silver,701.0,2024-09-14,AR,1669862314,2018-02-15
C00788,Sarah,sarah788@email.com,Bronze,365.0,2023-04-30,LP,1302987493,2019-11-04
C00789,Richard,richard789@email.com,Bronze,384.0,2022-09-23,HC,,2021-08-05
C00790,Michael,michael790@email.com,Bronze,325.0,2024-06-26,NR,2596952196,2018-04-07
C00791,Harper,harper791@email.com,Bronze,306.0,2019-09-30,LP,2221379732,2018-05-25
C00792,Oliver,oliver792@email.com,Bronze,101.0,2020-10-11,HS,2583177321,2019-08-05
C00793,James,,Gold,2552.0,2025-11-05,AR,8407146104,2019-07-28
C00794,Sophia,sophia794@email.com,Silver,1003.0,2023-06-07,NR,,2021-03-29
C00795,Linda,linda795@email.com,Bronze,457.0,2021-08-17,AR,,2021-02-15
C00796,Joseph,joseph796@email.com,Silver,968.0,2019-04-14,HS,,2018-01-09
C00797,Mia,mia797@email.com,Silver,1031.0,2024-03-24,HC,7296536394,2019-11-17
C00798,Linda,linda798@email.com,Gold,4305.0,2023-05-26,NR,8622865074,2018-08-22
C00799,Evelyn,,Silver,1404.0,2020-04-27,HS,4025911006,2019-10-24
C00800,Thomas,thomas800@email.com,Bronze,226.0,2020-09-10,NR,8704856748,2019-04-28
C00801,Sophia,sophia801@email.com,Silver,1377.0,2025-04-01,NR,8897617390,2020-02-07
C00802,Robert,robert802@email.com,Bronze,26.0,2022-02-15,HS,3137725763,2019-10-22
C00803,Joseph,joseph803@email.com,Platinum,17160.0,2024-11-21,HC,,2019-01-09
C00804,Emma,emma804@email.com,Silver,1942.0,2022-05-27,HC,5611969270,2019-07-08
C00805,Mia,mia805@email.com,Bronze,454.0,2023-07-31,LP,2842000531,2020-11-27
C00806,David,david806@email.com,Bronze,866.0,2021-04-27,LP,3747780483,2020-12-31
C00807,Unknown,sarah807@email.com,Bronze,204.0,2024-11-23,HS,,2018-09-25
C00808,Charles,charles808@email.com,Gold,3774.0,2018-03-14,HS,5694079287,2018-01-29
C00809,Emma,emma809@email.com,Silver,678.0,2019-02-17,LP,8466453433,2018-10-07
C00810,Amelia,amelia810@email.com,Bronze,319.0,2018-10-19,HS,5637629229,2018-04-07
C00811,Amelia,,Gold,4437.0,2024-10-01,HS,,2021-12-01
C00812,Sarah,,Silver,1266.0,2022-11-30,NR,3303908376,2020-03-30
C00813,Joseph,joseph813@email.com,Silver,1002.0,2022-03-23,AR,7991560195,2021-08-03
C00814,James,james814@email.com,Bronze,384.0,2024-04-28,HC,8584867004,2021-01-02
C00815,Jessica,jessica815@email.com,Bronze,104.0,2021-06-26,HS,,2021-03-03
C00816,Joseph,joseph816@email.com,Bronze,463.0,2023-02-15,NR,2318106026,2020-11-27
C00817,Joseph,,Gold,3359.0,2023-10-05,NR,8599943029,2021-03-31
C00818,Michael,,Silver,768.0,2021-09-13,HC,9718409097,2021-02-20
C00819,Emma,emma819@email.com,Silver,980.0,2024-01-07,HC,2841124548,2020-06-30
C00820,Patricia,patricia820@email.com,Gold,4217.0,2023-05-24,LP,3968269416,2021-05-21
C00821,Barbara,,Bronze,284.0,2020-10-02,NR,2283823299,
C00822,Mia,mia822@email.com,Bronze,140.0,2024-04-25,AR,2767898609,2021-04-29
C00823,Charlotte,charlotte823@email.com,Silver,636.0,2025-03-29,HS,2377877137,
C00824,Jennifer,jennifer824@email.com,Bronze,494.0,,LP,6513980247,2020-08-15
C00825,Mia,mia825@email.com,Bronze,0.0,2023-07-05,AR,9601920950,2021-09-17
C00826,Elizabeth,elizabeth826@email.com,Gold,2819.0,2023-11-28,NR,9884325703,2021-06-01
C00827,Richard,richard827@email.com,Gold,2737.0,2021-08-11,NR,4979780505,2020-04-22
C00828,Olivia,,Bronze,136.0,2020-04-18,LP,1889294894,2019-07-09
C00829,Olivia,olivia829@email.com,Bronze,70.0,2022-05-08,NR,3618526850,2020-05-31
C00830,Sarah,,Silver,980.0,2022-01-22,HS,7096685858,2020-12-13
C00831,Liam,liam831@email.com,Silver,1436.0,2024-12-31,HS,4129199507,2021-09-27
C00832,Thomas,thomas832@email.com,Gold,4127.0,2023-05-01,HC,9977504517,2019-05-23
C00833,David,david833@email.com,Bronze,219.0,2022-06-03,AR,4156612339,2021-08-02
C00834,Oliver,oliver834@email.com,Gold,3680.0,2022-06-04,HC,,2019-06-07
C00835,Oliver,oliver835@email.com,Bronze,416.0,2024-11-28,HC,3239428560,2021-06-19
C00836,Mary,mary836@email.com,Platinum,11923.0,2024-06-30,HC,4301367543,2019-02-05
C00837,Mia,mia837@email.com,Bronze,260.0,2023-01-21,HC,5113732325,2018-02-03
C00838,Elizabeth,elizabeth838@email.com,Bronze,300.0,2023-10-10,NR,3084915473,2021-01-09
C00839,Jessica,jessica839@email.com,Silver,1279.0,2024-08-10,NR,4346074887,2018-08-09
C00840,Thomas,thomas840@email.com,Bronze,347.0,2021-08-02,HC,3784892318,2019-06-17
C00841,James,james841@email.com,Gold,3034.0,2024-11-27,AR,7794721085,2019-04-12
C00842,James,,Bronze,16.0,2023-12-26,HS,5871912667,2018-04-03
C00843,Charlotte,charlotte843@email.com,Silver,1194.0,2021-05-08,LP,9526018860,2019-09-01
C00844,James,james844@email.com,Bronze,0.0,2021-11-05,AR,7147457188,2021-06-04
C00845,Unknown,thomas845@email.com,Silver,1104.0,2021-09-28,AR,4904085001,2019-07-24
C00846,Mary,mary846@email.com,Bronze,312.0,2022-06-05,HS,,2018-03-27
C00847,William,william847@email.com,Bronze,142.0,2022-12-28,LP,4606953559,2020-04-10
C00848,Oliver,oliver848@email.com,Gold,3752.0,2025-02-08,LP,6838579433,2020-05-24
C00849,Robert,robert849@email.com,Bronze,5.0,2024-05-07,LP,5963922248,2018-06-02
C00850,Richard,richard850@email.com,Bronze,497.0,2025-04-09,LP,7153589058,2018-09-24
C00851,Amelia,,Gold,4455.0,2022-12-16,LP,2761819663,
C00852,Patricia,patricia852@email.com,Bronze,0.0,2022-04-08,HS,5083462796,2021-11-23
C00853,Noah,noah853@email.com,Bronze,357.0,2021-05-08,NR,5813221223,2021-04-04
C00854,Elijah,elijah854@email.com,Bronze,480.0,2025-03-22,HC,6839128213,2017-12-11
C00855,Isabella,,Platinum,7505.0,2025-05-15,NR,5857115217,2021-09-24
C00856,Karen,karen856@email.com,Bronze,86.0,2023-08-15,NR,3302217062,2021-11-19
C00857,Barbara,barbara857@email.com,Silver,1135.0,2020-07-14,HC,7362190891,2019-07-28
C00858,Harper,harper858@email.com,Bronze,36.0,2023-03-03,HC,8934783139,2020-05-27
C00859,Jessica,jessica859@email.com,Bronze,0.0,2020-12-03,HS,4552316290,2019-12-02
C00860,Mia,mia860@email.com,Bronze,163.0,2022-04-23,NR,,2019-05-22
C00861,Elizabeth,,Gold,4803.0,2023-11-30,HS,3147419280,2020-07-11
C00862,Mia,mia862@email.com,Bronze,97.0,2024-12-26,NR,4915739304,2018-12-05
C00863,Amelia,amelia863@email.com,Gold,4960.0,2024-10-14,NR,6719102857,2019-02-06
C00864,Elizabeth,elizabeth864@email.com,Bronze,16.0,2021-12-29,AR,6505625093,2021-06-24
C00865,Liam,liam865@email.com,Silver,902.0,2022-09-11,NR,4725672721,2020-02-29
C00866,Jessica,jessica866@email.com,Silver,527.0,2024-12-20,HC,9237500935,2021-07-05
C00867,Harper,,Bronze,271.0,2023-04-16,LP,1496547287,2021-03-12
C00868,Linda,,Silver,1442.0,2025-05-16,HC,2213766710,2021-11-16
C00869,Barbara,barbara869@email.com,Silver,1059.0,2024-07-06,AR,6468220628,2021-04-17
C00870,Charles,charles870@email.com,Silver,1079.0,2024-07-04,LP,1923086342,2020-04-26
C00871,Isabella,isabella871@email.com,Silver,0.0,,AR,4227835058,2020-12-24
C00872,Ava,ava872@email.com,Bronze,48.0,2019-10-28,HC,,2019-08-24
C00873,Thomas,thomas873@email.com,Bronze,480.0,2023-09-01,HS,4148421194,2021-07-29
C00874,Jennifer,jennifer874@email.com,Silver,981.0,2020-09-20,HC,6447674976,2019-05-05
C00875,James,james875@email.com,Bronze,13.0,2024-09-04,AR,3489024017,2018-05-28
C00876,Liam,liam876@email.com,Silver,1442.0,2024-12-25,AR,9817792633,2021-02-11
C00877,Unknown,david877@email.com,Gold,2717.0,2024-10-07,AR,,2019-06-17
C00878,Elijah,elijah878@email.com,Silver,1162.0,2019-12-09,HC,5946559959,2019-02-23
C00879,James,james879@email.com,Bronze,239.0,2021-04-23,LP,3514580997,2018-10-31
C00880,Mia,,Platinum,9984.0,2019-06-18,HS,,2019-01-31
C00881,William,william881@email.com,Silver,1380.0,2021-04-14,NR,9898286828,2017-12-13
C00882,Oliver,oliver882@email.com,Bronze,300.0,2022-07-01,AR,9297770277,2017-12-16
C00883,Sarah,sarah883@email.com,Silver,925.0,2024-05-26,LP,7139490715,2018-01-01
C00884,Thomas,thomas884@email.com,Silver,508.0,2021-12-10,LP,8359953454,2021-03-16
C00885,Richard,richard885@email.com,Bronze,433.0,2019-11-01,AR,4119350149,2018-01-01
C00886,Liam,liam886@email.com,Bronze,156.0,2022-05-07,HC,3972130659,2021-03-14
C00887,Emma,emma887@email.com,Bronze,61.0,2022-08-05,HC,6807489772,2020-05-26
C00888,William,,Bronze,183.0,2020-07-08,AR,4268543348,2019-08-01
C00889,Patricia,patricia889@email.com,Bronze,89.0,2022-08-01,NR,9287961284,2019-07-04
C00890,Charles,,Silver,630.0,2025-08-25,LP,3069879906,2019-01-18
C00891,Sarah,sarah891@email.com,Gold,3138.0,2021-10-10,HC,1623908472,
C00892,Liam,liam892@email.com,Gold,3223.0,2020-03-26,NR,6899170146,2019-06-29
C00893,Oliver,,Bronze,0.0,2025-04-27,NR,7554737494,2019-10-21
C00894,Ava,ava894@email.com,Platinum,15895.0,2022-12-24,LP,,2021-09-03
C00895,Linda,linda895@email.com,Platinum,17889.0,2022-08-07,HC,8555484630,2018-07-03
C00896,David,david896@email.com,Silver,1557.0,2020-12-18,LP,5391522240,2020-05-15
C00897,Susan,susan897@email.com,Bronze,195.0,2024-01-22,HC,4802548079,2021-11-27
C00898,Mary,mary898@email.com,Silver,1891.0,2024-07-31,LP,5713422826,2018-06-06
C00899,Harper,harper899@email.com,Silver,1615.0,2025-04-14,LP,,2020-05-23
C00900,Robert,robert900@email.com,Bronze,226.0,2025-02-03,AR,4097200756,2019-04-30
C00901,Elizabeth,elizabeth901@email.com,Bronze,267.0,2023-06-13,HS,2171467368,2018-01-29
C00902,Noah,,Gold,2946.0,2025-09-28,HC,9701614850,2021-03-03
C00903,Evelyn,evelyn903@email.com,Silver,1914.0,2022-11-17,LP,5309234757,2019-06-22
C00904,Susan,susan904@email.com,Bronze,264.0,2025-08-24,NR,7976340049,2021-05-09
C00905,Michael,michael905@email.com,Silver,1597.0,2025-07-27,LP,5941862453,2019-11-11
C00906,John,john906@email.com,Bronze,149.0,2025-09-03,HC,7328489494,2018-12-05
C00907,Amelia,amelia907@email.com,Gold,4385.0,2023-01-30,AR,1222113900,2021-10-13
C00908,Harper,harper908@email.com,Bronze,420.0,2025-06-25,HS,8924495991,2017-12-23
C00909,Thomas,thomas909@email.com,Silver,1794.0,2020-08-08,HS,1248827641,2019-10-31
C00910,Linda,linda910@email.com,Silver,1114.0,2022-03-11,LP,2653778052,2019-03-11
C00911,Susan,susan911@email.com,Silver,558.0,2025-07-19,NR,8533155226,2021-08-05
C00912,Sophia,sophia912@email.com,Silver,1141.0,2024-12-23,NR,2937972881,2021-10-03
C00913,William,william913@email.com,Silver,533.0,2022-06-30,HC,7281664676,2021-09-28
C00914,Mia,mia914@email.com,Bronze,192.0,2024-08-23,LP,3165115673,2021-01-30
C00915,Ava,ava915@email.com,Bronze,311.0,2023-05-01,HC,7486617936,2021-03-15
C00916,Olivia,olivia916@email.com,Gold,2003.0,2025-01-30,AR,9005548071,2020-12-01
C00917,Jennifer,jennifer917@email.com,Bronze,68.0,2022-12-28,NR,3023496733,
C00918,Noah,noah918@email.com,Bronze,43.0,2023-04-26,NR,,2020-02-12
C00919,Michael,,Bronze,208.0,2025-03-21,HS,1798652215,2019-03-23
C00920,Robert,robert920@email.com,Bronze,171.0,2021-09-27,NR,3001205309,2019-07-10
C00921,Unknown,,Bronze,457.0,2022-02-02,HC,5189059768,2021-02-23
C00922,John,john922@email.com,Bronze,38.0,2021-12-04,HC,2334090182,2021-02-28
C00923,Joseph,joseph923@email.com,Bronze,256.0,2023-11-24,NR,2194601686,2020-09-01
C00924,Oliver,oliver924@email.com,Bronze,326.0,2019-07-30,LP,1556982910,2019-07-10
C00925,Jennifer,jennifer925@email.com,Gold,4619.0,2024-06-17,LP,,2019-12-04
C00926,Isabella,isabella926@email.com,Bronze,106.0,2022-10-28,LP,4793671838,2021-05-01
C00927,Olivia,olivia927@email.com,Silver,1356.0,2024-10-30,HC,8247513876,2018-05-14
C00928,Charles,charles928@email.com,Bronze,455.0,2023-02-23,HS,3521438459,2020-02-08
C00929,Oliver,oliver929@email.com,Silver,508.0,2022-06-14,HC,7714300652,2019-12-08
C00930,Mary,mary930@email.com,Gold,2753.0,2025-06-05,AR,6874489768,2019-03-21
C00931,Charles,charles931@email.com,Bronze,134.0,2020-03-19,HS,2952826783,2018-05-16
C00932,Evelyn,evelyn932@email.com,Silver,1669.0,,AR,1267907077,2019-08-08
C00933,Jennifer,jennifer933@email.com,Silver,1653.0,2024-06-29,HS,3208989948,2020-05-24
C00934,Susan,susan934@email.com,Bronze,335.0,2023-12-16,HS,1932740292,2021-07-10
C00935,Linda,,Gold,3069.0,2023-06-13,AR,1741663631,2018-10-09
C00936,Liam,liam936@email.com,Bronze,59.0,2023-11-21,HS,,2021-07-03
C00937,Karen,,Platinum,6230.0,2020-05-14,LP,6332480839,2020-03-09
C00938,Charles,charles938@email.com,Bronze,86.0,2023-03-12,NR,6672336994,2019-01-23
