transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone,rejection_reason
T006720,,S009,2023-10-27 20:20:00,16.85,,Missing customer_id - cannot attribute transaction
T006742,,S003,2023-11-27 14:20:00,284.83,,Missing customer_id - cannot attribute transaction
T006743,,S005,2023-10-02 21:57:00,326.78,,Missing customer_id - cannot attribute transaction
T006753,,S005,2023-12-29 21:37:00,309.21,,Missing customer_id - cannot attribute transaction
T006839,,S013,2023-06-07 09:07:00,123.23,,Missing customer_id - cannot attribute transaction
T006846,,S005,2025-08-14 08:04:00,259.98,,Missing customer_id - cannot attribute transaction
T006867,,,2025-01-08 17:47:00,395.36,,Missing customer_id - cannot attribute transaction
T006868,,S014,2023-09-19 17:28:00,478.9,,Missing customer_id - cannot attribute transaction
T006930,,S001,2024-12-18 14:35:00,116.06,,Missing customer_id - cannot attribute transaction
T006966,,S007,2024-05-10 13:18:00,19.03,,Missing customer_id - cannot attribute transaction
T006987,,S006,2023-04-08 09:13:00,193.92,,Missing customer_id - cannot attribute transaction
T006992,,S007,2024-08-31 12:14:00,48.36,,Missing customer_id - cannot attribute transaction
T007007,,S006,2023-06-04 09:58:00,65.71,,Missing customer_id - cannot attribute transaction
T007029,,S009,2025-03-27 09:42:00,58.9,,Missing customer_id - cannot attribute transaction
T007067,,S008,2024-06-16 14:32:00,79.29,,Missing customer_id - cannot attribute transaction
T007068,,,2025-05-31 11:41:00,475.03,,Missing customer_id - cannot attribute transaction
T007081,,S007,2025-08-04 21:40:00,140.31,,Missing customer_id - cannot attribute transaction
T007084,,S014,2023-09-06 16:41:00,298.16,,Missing customer_id - cannot attribute transaction
T007104,,S011,2023-06-27 15:09:00,58.47,,Missing customer_id - cannot attribute transaction
T007105,,S012,2023-07-10 13:12:00,160.01,,Missing customer_id - cannot attribute transaction
T007107,,S014,2024-07-05 19:53:00,434.33,,Missing customer_id - cannot attribute transaction
T007111,,S001,2024-01-04 10:28:00,143.07,,Missing customer_id - cannot attribute transaction
T007124,,S007,2023-08-08 11:50:00,213.5,,Missing customer_id - cannot attribute transaction
T007127,,S006,2025-02-26 11:33:00,118.51,,Missing customer_id - cannot attribute transaction
T007181,,S011,2025-06-17 09:00:00,491.35,,Missing customer_id - cannot attribute transaction
T007194,,S004,2025-08-24 13:31:00,241.17,,Missing customer_id - cannot attribute transaction
T007234,,S011,2023-03-27 21:40:00,156.87,,Missing customer_id - cannot attribute transaction
T007385,,S006,2025-01-05 19:10:00,240.11,,Missing customer_id - cannot attribute transaction
T007412,,S006,2025-03-20 19:30:00,267.1,,Missing customer_id - cannot attribute transaction
T007414,,S006,2023-04-16 13:35:00,,,Missing customer_id - cannot attribute transaction
T007422,,S005,2024-05-02 13:36:00,383.75,,Missing customer_id - cannot attribute transaction
T007425,,S004,,64.86,,Missing customer_id - cannot attribute transaction
T007427,,S015,2023-11-17 12:26:00,236.21,,Missing customer_id - cannot attribute transaction
T007462,,S002,2024-06-02 16:35:00,374.62,,Missing customer_id - cannot attribute transaction
T007533,,S007,2025-01-10 13:26:00,59.06,,Missing customer_id - cannot attribute transaction
T007537,,S001,2023-05-30 16:15:00,219.45,,Missing customer_id - cannot attribute transaction
T007640,,S004,2025-06-21 10:08:00,299.2,,Missing customer_id - cannot attribute transaction
T007643,,S012,2023-10-29 12:07:00,84.43,,Missing customer_id - cannot attribute transaction
T007649,,S002,2023-03-14 17:46:00,93.76,,Missing customer_id - cannot attribute transaction
T007673,,S001,2023-09-30 16:40:00,191.92,,Missing customer_id - cannot attribute transaction
T007695,,S003,2025-04-10 12:56:00,52.05,,Missing customer_id - cannot attribute transaction
T007751,,S010,2025-07-01 10:06:00,56.47,,Missing customer_id - cannot attribute transaction
T007797,,S015,2025-05-11 08:05:00,324.21,,Missing customer_id - cannot attribute transaction
T007812,,S015,2024-09-20 11:11:00,300.71,,Missing customer_id - cannot attribute transaction
T007817,,S009,2023-05-05 16:37:00,159.89,,Missing customer_id - cannot attribute transaction
T007843,,S005,2025-07-10 15:59:00,359.56,,Missing customer_id - cannot attribute transaction
T007863,,S009,2024-01-09 21:26:00,288.25,,Missing customer_id - cannot attribute transaction
T007880,,S014,2024-04-24 16:09:00,467.98,,Missing customer_id - cannot attribute transaction
T007897,,S013,2023-04-07 09:38:00,339.39,,Missing customer_id - cannot attribute transaction
T007925,,S010,2025-01-24 17:35:00,424.33,,Missing customer_id - cannot attribute transaction
T007945,,S005,2023-01-21 10:04:00,171.14,,Missing customer_id - cannot attribute transaction
T007949,,S015,2025-09-17 20:34:00,63.58,,Missing customer_id - cannot attribute transaction
T007968,,S008,2023-03-28 08:39:00,497.62,,Missing customer_id - cannot attribute transaction
T008030,,S005,2023-03-25 16:25:00,85.66,,Missing customer_id - cannot attribute transaction
T008084,,S012,2023/08/11,162.74,,Missing customer_id - cannot attribute transaction
T008102,,S013,2023-11-06 17:53:00,151.01,,Missing customer_id - cannot attribute transaction
T008116,,S006,2024-04-13 20:21:00,292.94,,Missing customer_id - cannot attribute transaction
T008132,,S008,2024-01-12 19:43:00,87.66,,Missing customer_id - cannot attribute transaction
T008247,,S015,2024-12-05 11:47:00,16.81,,Missing customer_id - cannot attribute transaction
T008256,,S004,2023-10-26 14:49:00,379.84,,Missing customer_id - cannot attribute transaction
T008260,,S005,2025-01-24 16:41:00,83.66,,Missing customer_id - cannot attribute transaction
T008267,,S013,04-02-2025 16:28,248.02,,Missing customer_id - cannot attribute transaction
T008334,,S007,2025-09-21 19:44:00,231.03,,Missing customer_id - cannot attribute transaction
T008345,,S007,2024/11/25,209.19,,Missing customer_id - cannot attribute transaction
T008368,,S014,2025-05-29 09:54:00,494.14,,Missing customer_id - cannot attribute transaction
T008392,,S003,2025-01-02 20:50:00,78.47,,Missing customer_id - cannot attribute transaction
T008445,,S015,2024-07-23 21:49:00,469.99,,Missing customer_id - cannot attribute transaction
T008484,,S013,2025-01-22 16:32:00,388.14,,Missing customer_id - cannot attribute transaction
T008526,,S013,2025-05-20 15:40:00,301.65,,Missing customer_id - cannot attribute transaction
T008533,,S009,2024-08-09 08:19:00,420.64,,Missing customer_id - cannot attribute transaction
T008580,,S015,2024-01-17 10:06:00,117.09,,Missing customer_id - cannot attribute transaction
T008594,,S001,2025-05-17 09:20:00,,,Missing customer_id - cannot attribute transaction
T008597,,S003,2024/06/01,163.44,,Missing customer_id - cannot attribute transaction
T008645,,S001,2023-09-22 08:58:00,481.1,,Missing customer_id - cannot attribute transaction
T008663,,S012,2024-11-06 08:05:00,312.63,,Missing customer_id - cannot attribute transaction
T008711,,S009,2025/05/25,29.57,,Missing customer_id - cannot attribute transaction
T008713,,S008,2024-09-12 20:10:00,306.7,,Missing customer_id - cannot attribute transaction
T008726,,S011,2025-02-09 20:47:00,372.54,,Missing customer_id - cannot attribute transaction
T008741,,S005,2025-02-02 10:45:00,352.36,,Missing customer_id - cannot attribute transaction
T008766,,S002,2023-12-27 12:44:00,346.24,,Missing customer_id - cannot attribute transaction
T008782,,S012,2025/09/25,58.14,,Missing customer_id - cannot attribute transaction
T008790,,S002,2024/07/21,421.84,,Missing customer_id - cannot attribute transaction
T008797,,S002,2024-02-24 14:17:00,148.43,,Missing customer_id - cannot attribute transaction
T008807,,S012,2024-08-31 17:31:00,187.29,,Missing customer_id - cannot attribute transaction
T008885,,S009,2025-02-06 17:02:00,256.66,,Missing customer_id - cannot attribute transaction
T008902,,S012,2023-08-19 11:10:00,173.69,,Missing customer_id - cannot attribute transaction
T008940,,S006,2023-10-06 09:29:00,61.46,,Missing customer_id - cannot attribute transaction
T008945,,S010,2023-04-17 10:10:00,115.94,,Missing customer_id - cannot attribute transaction
T008949,,S005,2023-11-21 13:04:00,207.2,,Missing customer_id - cannot attribute transaction
T008951,,S007,2023-01-11 08:30:00,399.74,,Missing customer_id - cannot attribute transaction
T008952,,S006,2023-11-15 13:15:00,151.67,,Missing customer_id - cannot attribute transaction
T008957,,S012,2023-05-25 14:13:00,473.34,,Missing customer_id - cannot attribute transaction
T008985,,S014,2023-09-18 09:17:00,437.72,,Missing customer_id - cannot attribute transaction
T009031,,S011,2025-01-09 11:52:00,126.88,,Missing customer_id - cannot attribute transaction
T009039,,S015,2023-04-03 15:33:00,144.47,,Missing customer_id - cannot attribute transaction
T009076,,S003,2023-08-10 11:43:00,257.36,,Missing customer_id - cannot attribute transaction
T009082,,S009,2024-08-25 15:14:00,315.83,,Missing customer_id - cannot attribute transaction
T009137,,S014,2025-03-04 17:11:00,426.25,,Missing customer_id - cannot attribute transaction
T009149,,S005,2025-05-05 21:30:00,389.72,,Missing customer_id - cannot attribute transaction
T009168,,S010,2024-03-19 17:50:00,498.68,,Missing customer_id - cannot attribute transaction
T009195,,S008,2024-03-20 21:49:00,364.22,,Missing customer_id - cannot attribute transaction
T009203,,S002,2023-10-11 20:38:00,385.77,,Missing customer_id - cannot attribute transaction
T009213,,S003,2023-06-07 11:38:00,283.38,,Missing customer_id - cannot attribute transaction
T009222,,S002,2023-11-07 08:09:00,493.52,,Missing customer_id - cannot attribute transaction
T009262,,,2024-11-18 15:56:00,421.63,,Missing customer_id - cannot attribute transaction
T009263,,S002,2024-09-30 10:48:00,106.58,,Missing customer_id - cannot attribute transaction
T009264,,S014,2024-12-31 08:47:00,451.72,,Missing customer_id - cannot attribute transaction
T009277,,S001,21-07-2023 08:03,228.48,,Missing customer_id - cannot attribute transaction
T009294,,S004,2025-07-01 14:52:00,374.54,,Missing customer_id - cannot attribute transaction
T009318,,S013,2025-06-18 18:31:00,277.32,,Missing customer_id - cannot attribute transaction
T009345,,S002,2025-03-20 16:01:00,42.06,,Missing customer_id - cannot attribute transaction
T009356,,S014,2023-05-30 20:34:00,107.85,,Missing customer_id - cannot attribute transaction
T009382,,S015,2025-06-16 10:19:00,254.23,,Missing customer_id - cannot attribute transaction
T009383,,S001,2025-08-12 20:22:00,195.21,,Missing customer_id - cannot attribute transaction
T009398,,S014,2025-03-11 12:31:00,471.59,,Missing customer_id - cannot attribute transaction
T009422,,S010,2023-08-06 21:05:00,472.83,,Missing customer_id - cannot attribute transaction
T009457,,S010,2023-08-31 20:14:00,140.57,,Missing customer_id - cannot attribute transaction
T009473,,S006,2025-03-17 17:47:00,109.55,,Missing customer_id - cannot attribute transaction
T009488,,S011,2024-01-03 18:22:00,187.0,,Missing customer_id - cannot attribute transaction
T009495,,S011,2023-07-04 13:35:00,14.66,,Missing customer_id - cannot attribute transaction
T009497,,S008,2024-03-22 15:22:00,298.34,,Missing customer_id - cannot attribute transaction
T009498,,S011,2024-09-08 12:11:00,41.96,,Missing customer_id - cannot attribute transaction
T009572,,S001,2024-01-30 09:23:00,230.98,,Missing customer_id - cannot attribute transaction
T009580,,S001,2023-11-06 18:53:00,315.77,,Missing customer_id - cannot attribute transaction
T009583,,S014,2024-12-02 18:42:00,334.68,,Missing customer_id - cannot attribute transaction
T009615,,S012,2025-04-04 17:38:00,415.62,,Missing customer_id - cannot attribute transaction
T009618,,S013,2024-04-01 13:22:00,271.18,,Missing customer_id - cannot attribute transaction
T009651,,S004,2025-04-07 17:35:00,,,Missing customer_id - cannot attribute transaction
T009664,,S014,2023-10-14 20:12:00,129.28,,Missing customer_id - cannot attribute transaction
T009676,,S001,2024-03-05 20:26:00,192.81,,Missing customer_id - cannot attribute transaction
T009678,,S014,2024-09-30 12:26:00,491.01,,Missing customer_id - cannot attribute transaction
T009688,,S011,2024-11-14 09:06:00,130.16,,Missing customer_id - cannot attribute transaction
T009705,,S012,2025-09-16 16:36:00,87.73,,Missing customer_id - cannot attribute transaction
T009711,,S012,2024-09-24 13:37:00,415.04,,Missing customer_id - cannot attribute transaction
T009720,,S011,05-03-2025 15:00,296.02,,Missing customer_id - cannot attribute transaction
T009766,,S005,2024-08-13 18:41:00,280.41,,Missing customer_id - cannot attribute transaction
T009775,,S005,2024-06-10 17:54:00,272.15,,Missing customer_id - cannot attribute transaction
T009781,,S014,2023-12-11 16:34:00,287.25,,Missing customer_id - cannot attribute transaction
T009852,,S003,2025-03-04 08:46:00,377.46,,Missing customer_id - cannot attribute transaction
T009864,,S007,2025-09-04 18:04:00,155.54,,Missing customer_id - cannot attribute transaction
T009865,,S006,2024-04-25 11:57:00,379.25,,Missing customer_id - cannot attribute transaction
T009866,,S001,2023-12-09 12:01:00,313.33,,Missing customer_id - cannot attribute transaction
T009867,,S004,2024-12-13 15:26:00,83.9,,Missing customer_id - cannot attribute transaction
T009891,,S001,2024-12-11 12:38:00,231.24,,Missing customer_id - cannot attribute transaction
T009917,,S014,2024-08-10 11:41:00,462.93,,Missing customer_id - cannot attribute transaction
T009940,,S012,2023-02-21 17:44:00,325.85,,Missing customer_id - cannot attribute transaction
T009942,,S010,2023-05-11 09:41:00,307.63,,Missing customer_id - cannot attribute transaction
T009956,,S003,,157.89,,Missing customer_id - cannot attribute transaction
T010044,,S005,2023-11-02 14:40:00,213.8,,Missing customer_id - cannot attribute transaction
T010056,,S005,2025/06/12,478.11,,Missing customer_id - cannot attribute transaction
T010076,,S010,2025-08-01 14:41:00,204.75,,Missing customer_id - cannot attribute transaction
T010099,,S002,2024-12-18 10:27:00,346.38,,Missing customer_id - cannot attribute transaction
T010101,,S012,2025-07-13 08:24:00,86.12,,Missing customer_id - cannot attribute transaction
T010138,,S003,2024-02-13 12:58:00,383.94,,Missing customer_id - cannot attribute transaction
T010180,,S006,2023-06-05 19:59:00,333.85,,Missing customer_id - cannot attribute transaction
T010192,,S004,2024-08-10 08:21:00,106.29,,Missing customer_id - cannot attribute transaction
T010196,,S014,2024-01-05 21:29:00,243.92,,Missing customer_id - cannot attribute transaction
T010198,,S006,2024-11-09 09:13:00,259.78,,Missing customer_id - cannot attribute transaction
T010214,,S010,2025-02-22 19:02:00,316.02,,Missing customer_id - cannot attribute transaction
T010218,,S011,2025-08-05 20:07:00,95.49,,Missing customer_id - cannot attribute transaction
T010224,,S007,2024-01-10 11:08:00,54.83,,Missing customer_id - cannot attribute transaction
T010234,,S011,2024-09-05 12:34:00,317.08,,Missing customer_id - cannot attribute transaction
T010270,,S011,2024-08-17 20:13:00,55.51,,Missing customer_id - cannot attribute transaction
T010288,,S013,2025-03-17 11:38:00,248.73,,Missing customer_id - cannot attribute transaction
T010311,,S013,2023-04-03 17:29:00,94.27,,Missing customer_id - cannot attribute transaction
T010340,,S015,2024-03-16 11:59:00,180.64,,Missing customer_id - cannot attribute transaction
T010353,,S010,2025-07-24 16:40:00,436.34,,Missing customer_id - cannot attribute transaction
T010359,,S008,2024-02-18 14:25:00,402.04,,Missing customer_id - cannot attribute transaction
T010360,,S004,2025-02-28 16:59:00,146.16,,Missing customer_id - cannot attribute transaction
T010365,,S011,2023-04-29 20:54:00,70.23,,Missing customer_id - cannot attribute transaction
T010371,,S003,2023-04-02 11:43:00,411.97,,Missing customer_id - cannot attribute transaction
T010404,,S008,2025-02-26 18:46:00,448.46,,Missing customer_id - cannot attribute transaction
T010405,,S014,2024-05-03 21:29:00,283.04,,Missing customer_id - cannot attribute transaction
T010409,,S011,2025-05-06 16:18:00,189.46,,Missing customer_id - cannot attribute transaction
T010410,,S014,2024-01-27 18:57:00,21.21,,Missing customer_id - cannot attribute transaction
T010411,,S004,2023-03-24 17:04:00,65.15,,Missing customer_id - cannot attribute transaction
T010441,,S015,2025-05-30 12:25:00,98.0,,Missing customer_id - cannot attribute transaction
T010446,,S012,2024-08-30 10:49:00,457.22,,Missing customer_id - cannot attribute transaction
T010455,,S010,2024-07-06 10:37:00,478.23,,Missing customer_id - cannot attribute transaction
T010489,,S004,2025-05-31 10:08:00,384.32,,Missing customer_id - cannot attribute transaction
T010490,,S004,2025-04-13 19:29:00,47.87,,Missing customer_id - cannot attribute transaction
T010517,,S009,2025-02-22 14:46:00,158.72,,Missing customer_id - cannot attribute transaction
T010519,,S011,2025-01-01 14:28:00,84.14,,Missing customer_id - cannot attribute transaction
T010572,,S012,2025-01-20 13:35:00,294.96,,Missing customer_id - cannot attribute transaction
T010582,,S013,2023-10-13 14:51:00,422.75,,Missing customer_id - cannot attribute transaction
T010585,,S014,2023-10-31 12:42:00,,,Missing customer_id - cannot attribute transaction
T010588,,S001,2024-05-16 15:53:00,346.76,,Missing customer_id - cannot attribute transaction
T010621,,S008,2024-12-06 19:15:00,132.93,,Missing customer_id - cannot attribute transaction
T010623,,S013,2023-10-11 10:02:00,431.26,,Missing customer_id - cannot attribute transaction
T010635,,S014,2023-12-23 14:20:00,436.74,,Missing customer_id - cannot attribute transaction
T010643,,S014,2023-10-21 14:37:00,132.29,,Missing customer_id - cannot attribute transaction
T010658,,,2023-03-10 11:08:00,417.29,,Missing customer_id - cannot attribute transaction
T010664,,S007,2024-09-01 19:04:00,146.01,,Missing customer_id - cannot attribute transaction
T010665,,S015,2023-09-19 13:37:00,495.75,,Missing customer_id - cannot attribute transaction
T010674,,S003,2024-11-12 12:47:00,103.75,,Missing customer_id - cannot attribute transaction
T010682,,S009,2023-11-17 09:21:00,55.25,,Missing customer_id - cannot attribute transaction
T010703,,S010,2023/10/01,249.28,,Missing customer_id - cannot attribute transaction
T010720,,S006,2024-06-26 13:48:00,455.1,,Missing customer_id - cannot attribute transaction
T010734,,S010,2025-01-07 10:01:00,128.69,,Missing customer_id - cannot attribute transaction
T010750,,S012,2023-09-03 20:49:00,11.31,,Missing customer_id - cannot attribute transaction
T010753,,S007,2023-01-18 15:12:00,453.21,,Missing customer_id - cannot attribute transaction
T010765,,S002,2025-07-20 13:46:00,196.9,,Missing customer_id - cannot attribute transaction
T010793,,S015,2024-11-17 10:19:00,438.78,,Missing customer_id - cannot attribute transaction
T010796,,S015,2023-09-30 20:45:00,-249.86,,Missing customer_id - cannot attribute transaction
T010802,,S012,2025-04-24 21:17:00,494.98,,Missing customer_id - cannot attribute transaction
T010819,,S004,2024-04-19 09:14:00,182.6,,Missing customer_id - cannot attribute transaction
T010821,,S002,2023-03-21 19:56:00,142.56,,Missing customer_id - cannot attribute transaction
T010822,,S015,2024-04-11 10:31:00,106.87,,Missing customer_id - cannot attribute transaction
T010855,,S002,2025-08-30 11:40:00,415.8,,Missing customer_id - cannot attribute transaction
T010896,,S008,2025-05-17 08:05:00,57.6,,Missing customer_id - cannot attribute transaction
T010902,,S007,2024-04-11 19:43:00,180.04,,Missing customer_id - cannot attribute transaction
T010916,,S013,2025-08-28 18:29:00,61.99,,Missing customer_id - cannot attribute transaction
T010939,,S007,2023-05-30 16:54:00,58.3,,Missing customer_id - cannot attribute transaction
T010985,,S002,2024-02-23 17:44:00,458.02,,Missing customer_id - cannot attribute transaction
T011168,,S009,2024-06-13 16:03:00,484.74,,Missing customer_id - cannot attribute transaction
T011205,,S012,2025-06-19 08:21:00,422.44,,Missing customer_id - cannot attribute transaction
T011217,,S012,2024-12-13 17:36:00,154.97,,Missing customer_id - cannot attribute transaction
T011227,,S012,2024-01-02 17:23:00,306.95,,Missing customer_id - cannot attribute transaction
T011232,,S008,2024-06-13 11:58:00,87.27,,Missing customer_id - cannot attribute transaction
T011239,,S010,2025-07-28 18:36:00,462.11,,Missing customer_id - cannot attribute transaction
T011261,,S014,2024-05-04 12:09:00,54.68,,Missing customer_id - cannot attribute transaction
T011281,,S012,2024-11-15 09:35:00,464.3,,Missing customer_id - cannot attribute transaction
T011285,,S002,2025-06-13 13:44:00,36.52,,Missing customer_id - cannot attribute transaction
T011297,,S014,2023-08-08 18:06:00,95.51,,Missing customer_id - cannot attribute transaction
T011304,,S003,2023-04-04 19:04:00,41.34,,Missing customer_id - cannot attribute transaction
T011373,,S003,2023-06-25 20:01:00,21.37,,Missing customer_id - cannot attribute transaction
T011379,,S009,2023-06-05 19:53:00,441.76,,Missing customer_id - cannot attribute transaction
T011389,,S015,2023/08/14,181.01,,Missing customer_id - cannot attribute transaction
T011402,,S001,2024-04-04 17:08:00,113.27,,Missing customer_id - cannot attribute transaction
T011424,,S011,2023-03-19 17:35:00,83.02,,Missing customer_id - cannot attribute transaction
T011473,,S002,2024-02-16 17:29:00,262.02,,Missing customer_id - cannot attribute transaction
T011477,,S011,2023-12-08 18:15:00,41.8,,Missing customer_id - cannot attribute transaction
T011513,,S004,2024-02-01 20:10:00,245.73,,Missing customer_id - cannot attribute transaction
T011524,,S006,2024-01-26 15:44:00,266.29,,Missing customer_id - cannot attribute transaction
T011544,,S004,2023-05-27 11:20:00,,,Missing customer_id - cannot attribute transaction
T011562,,S008,2024-02-28 16:20:00,333.62,,Missing customer_id - cannot attribute transaction
T011564,,,2023-07-16 10:21:00,57.85,,Missing customer_id - cannot attribute transaction
T011661,,S002,2023-10-18 19:07:00,218.23,,Missing customer_id - cannot attribute transaction
T011681,,S003,2025-06-04 21:33:00,69.48,,Missing customer_id - cannot attribute transaction
T011695,,S005,2025-06-30 13:32:00,320.62,,Missing customer_id - cannot attribute transaction
T011713,,S009,2023-09-18 09:06:00,311.8,,Missing customer_id - cannot attribute transaction
T011741,,S009,2025-06-15 20:19:00,486.3,,Missing customer_id - cannot attribute transaction
T011751,,,2025-04-18 14:12:00,416.28,,Missing customer_id - cannot attribute transaction
T011764,,S010,2023-01-10 13:06:00,160.79,,Missing customer_id - cannot attribute transaction
T011831,,S007,2023-03-28 18:09:00,18.95,,Missing customer_id - cannot attribute transaction
T011834,,S012,2024-10-19 10:42:00,406.49,,Missing customer_id - cannot attribute transaction
T011836,,S002,2023-12-21 15:22:00,376.55,,Missing customer_id - cannot attribute transaction
T011856,,S009,2024-09-27 19:11:00,167.3,,Missing customer_id - cannot attribute transaction
T011886,,S015,2024-11-26 15:38:00,415.25,,Missing customer_id - cannot attribute transaction
T011895,,S015,2023-10-11 15:13:00,354.99,,Missing customer_id - cannot attribute transaction
T011897,,S002,2025-02-03 20:16:00,389.21,,Missing customer_id - cannot attribute transaction
T011908,,S008,2024-10-21 10:49:00,78.18,,Missing customer_id - cannot attribute transaction
T011915,,S006,2025-07-22 16:15:00,89.45,,Missing customer_id - cannot attribute transaction
T011919,,S003,2024-01-15 16:07:00,152.54,,Missing customer_id - cannot attribute transaction
T011930,,S005,2023-05-20 18:28:00,81.71,,Missing customer_id - cannot attribute transaction
T011932,,S010,2024-02-29 11:16:00,181.32,,Missing customer_id - cannot attribute transaction
T011933,,S008,2023-04-09 15:05:00,12.83,,Missing customer_id - cannot attribute transaction
T011939,,S003,2025-04-20 17:38:00,418.81,,Missing customer_id - cannot attribute transaction
T011951,,S014,2024-01-02 12:34:00,471.35,,Missing customer_id - cannot attribute transaction
T011954,,S015,26-09-2025 21:08,149.58,,Missing customer_id - cannot attribute transaction
T011971,,S008,2025-07-19 08:00:00,293.0,,Missing customer_id - cannot attribute transaction
T012010,,S009,2024-12-10 11:47:00,145.14,,Missing customer_id - cannot attribute transaction
T012035,,S004,2024-02-15 10:43:00,493.04,,Missing customer_id - cannot attribute transaction
T012059,,S007,2025-03-07 21:32:00,82.99,,Missing customer_id - cannot attribute transaction
T012087,,S001,2024-08-12 12:45:00,144.53,,Missing customer_id - cannot attribute transaction
T012093,,S007,2025-04-10 21:12:00,62.67,,Missing customer_id - cannot attribute transaction
T012111,,S005,2025-01-22 11:23:00,,,Missing customer_id - cannot attribute transaction
T012118,,S008,2023-04-28 14:30:00,49.67,,Missing customer_id - cannot attribute transaction
T012136,,S005,2024-11-06 14:39:00,-371.99,,Missing customer_id - cannot attribute transaction
T012156,,S004,2025-08-07 13:20:00,236.35,,Missing customer_id - cannot attribute transaction
T012163,,S005,2025-09-12 13:00:00,103.14,,Missing customer_id - cannot attribute transaction
T012176,,S007,2025/08/10,343.62,,Missing customer_id - cannot attribute transaction
T012201,,S004,2023-10-15 17:53:00,124.46,,Missing customer_id - cannot attribute transaction
T012237,,S001,2025-05-28 08:23:00,339.13,,Missing customer_id - cannot attribute transaction
T012270,,S013,2024-09-02 17:53:00,147.95,,Missing customer_id - cannot attribute transaction
T012273,,S012,2023-04-10 21:54:00,137.47,,Missing customer_id - cannot attribute transaction
T012302,,S009,2023-01-14 08:50:00,93.58,,Missing customer_id - cannot attribute transaction
T012336,,S001,2023-11-09 15:50:00,24.99,,Missing customer_id - cannot attribute transaction
T012341,,S012,2025-09-26 19:36:00,297.16,,Missing customer_id - cannot attribute transaction
T012378,,S014,2025-03-18 16:41:00,23.4,,Missing customer_id - cannot attribute transaction
T012389,,S010,2025-04-19 16:54:00,73.63,,Missing customer_id - cannot attribute transaction
T012400,,S006,2024-05-03 13:20:00,39.49,,Missing customer_id - cannot attribute transaction
T012410,,S002,2023-09-25 12:29:00,217.43,,Missing customer_id - cannot attribute transaction
T012413,,S003,2025-01-30 20:20:00,143.32,,Missing customer_id - cannot attribute transaction
T012416,,S013,2025-08-10 10:51:00,34.46,,Missing customer_id - cannot attribute transaction
T012435,,S010,2024-04-26 11:30:00,397.7,,Missing customer_id - cannot attribute transaction
T012446,,S005,2023-10-02 08:40:00,295.85,,Missing customer_id - cannot attribute transaction
T012457,,S002,2023-09-21 09:59:00,48.29,,Missing customer_id - cannot attribute transaction
T012471,,S009,09-04-2025 19:56,409.04,,Missing customer_id - cannot attribute transaction
T012474,,S003,2023-12-22 12:24:00,451.28,,Missing customer_id - cannot attribute transaction
T012481,,S015,2025-07-20 11:08:00,490.35,,Missing customer_id - cannot attribute transaction
T012510,,S009,2023-01-18 08:29:00,134.54,,Missing customer_id - cannot attribute transaction
T012518,,S012,2025-06-13 14:57:00,94.54,,Missing customer_id - cannot attribute transaction
T012540,,S001,2024-08-09 21:23:00,491.46,,Missing customer_id - cannot attribute transaction
T012608,,S012,2023-06-21 14:34:00,238.89,,Missing customer_id - cannot attribute transaction
T012622,,S002,2025-06-28 11:58:00,183.75,,Missing customer_id - cannot attribute transaction
T012634,,S008,2025-03-31 10:50:00,194.4,,Missing customer_id - cannot attribute transaction
T012666,,S010,2023-01-17 18:51:00,333.48,,Missing customer_id - cannot attribute transaction
T012678,,S006,2024-10-02 20:57:00,438.46,,Missing customer_id - cannot attribute transaction
T012691,,S001,2023-02-04 12:32:00,471.71,,Missing customer_id - cannot attribute transaction
T012698,,S011,2024-07-14 10:25:00,252.42,,Missing customer_id - cannot attribute transaction
T012713,,S005,2024-10-09 14:08:00,107.04,,Missing customer_id - cannot attribute transaction
T012766,,S015,2024-05-21 12:35:00,271.8,,Missing customer_id - cannot attribute transaction
T012805,,S011,2024-10-09 09:33:00,345.25,,Missing customer_id - cannot attribute transaction
T012807,,S011,,431.74,,Missing customer_id - cannot attribute transaction
T012808,,S015,2024-07-20 17:25:00,93.65,,Missing customer_id - cannot attribute transaction
T012843,,S006,2024-06-21 18:35:00,445.24,,Missing customer_id - cannot attribute transaction
T012846,,S006,2025-02-10 18:06:00,273.13,,Missing customer_id - cannot attribute transaction
T012857,,S002,2023-04-02 14:10:00,249.52,,Missing customer_id - cannot attribute transaction
T012871,,S012,2025-07-02 16:01:00,174.42,,Missing customer_id - cannot attribute transaction
T013003,,S001,2023-09-15 18:16:00,203.35,,Missing customer_id - cannot attribute transaction
T013025,,S011,2024-10-07 09:41:00,261.25,,Missing customer_id - cannot attribute transaction
T013057,,S004,2023-08-25 13:14:00,,,Missing customer_id - cannot attribute transaction
T013101,,S004,2025-09-09 10:19:00,18.4,,Missing customer_id - cannot attribute transaction
T013114,,S004,25-06-2025 18:37,31.63,,Missing customer_id - cannot attribute transaction
T013127,,S012,2024-07-13 14:59:00,300.67,,Missing customer_id - cannot attribute transaction
T013157,,S005,2023-07-19 09:05:00,91.41,,Missing customer_id - cannot attribute transaction
T013170,,S010,2025-06-26 18:43:00,110.15,,Missing customer_id - cannot attribute transaction
T013173,,S010,2025-08-10 18:59:00,156.89,,Missing customer_id - cannot attribute transaction
T013214,,S005,2025-08-26 17:24:00,425.95,,Missing customer_id - cannot attribute transaction
